"Characterqid","Character","ABZ","AKS","ATU1","DP","ELLES","Ebs","FOS","HZL","KWU","LAK","LEC","Labat","MesZL","OAK","PI","Pea","REC","RSP","SEH","UET2","ZATU","ABZL","ŠL/HA","Char image"
"Q120273826","CUNEIFORM SIGN ILLAT (𒆜 & 𒆳)","","","","","","","[p 400]","","","","","","304","","","","","","","","","273","166b",""
"Q123227115","CUNEIFORM SIGN IN TIMES A (𒅔 × 𒀀)","","","","","","","","","","","","","","","","","","","","","266","","",""
"Q120348480","CUNEIFORM SIGN ISZSZEBU (𒐈 & 𒎙)","","","","","","","","","","","","","837","","","","","","","","","","593v",""
"Q120273608","CUNEIFORM SIGN ITI3 (𒆜 & 𒌚)","","","","","","","","","","","","","303","","","","","","","","","","166a",""
"Q123172038","CUNEIFORM SIGN KA TIMES GI (𒅗 × 𒄀)","","","","","","","","","","","","","","","","","","","","","272","","",""
"Q122914929","CUNEIFORM SIGN KA TIMES NI2 (𒅗 × 𒉎)","","","","","","","","","","LAK-327","","","","","","","","","","","","","",""
"Q122937039","CUNEIFORM SIGN KAB GUNU (𒆏@g)","","","","","","","","","","LAK-478","","","","","","","","","","","","","",""
"Q123159488","CUNEIFORM SIGN KAB TIMES DISH (𒆏 × 𒁹)","","","","","","","","","","","","","","","","","","","","","278","","",""
"Q122947584","CUNEIFORM SIGN KAK.GISH (𒆕 &  𒄑)","","","","","260","","","","","LAK-505","","","","","","","","","","","","","",""
"Q121300333","CUNEIFORM SIGN KAR (𒋼 & 𒀀)","376","219","","","204","","[p 759-761]","250","496","LAK-375","237","376x","590","219","","","","311","376x","196","283","290","376x",""
"Q120274220","CUNEIFORM SIGN KASKAL.AH (𒆜 & 𒄴)","","","","","","","","","","","","","306","","","","","","","","","","166+398",""
"Q120273981","CUNEIFORM SIGN KASKAL.BU (𒆜 & 𒁍)","","","","","","","","","","","","","305","","","","","","","","","271","166+371",""
"Q122935338","CUNEIFORM SIGN KASKAL.GA (𒆜 & 𒂵)","","","","","","","","","","LAK-275","","","","","","","","117","","","","","",""
"Q120274372","CUNEIFORM SIGN KASKAL.LAGAB (𒆜 & 𒆸)","","","","","","","[p 401]","","","","","","307","","","","","","","","","","166e",""
"Q120350444","CUNEIFORM SIGN KESH3 (𒋙 & 𒀭 & 𒄲)","","","","","","","[p 989]","","510","LAK-357","361","546","871","296a","","","","18","","","","423","546_6",""
"Q121507864","CUNEIFORM SIGN KID2 TIMES IM (𒋺 × 𒅎)","","","","","","","","","","","","","","","","","","","","","","059","",""
"Q122674134","CUNEIFORM SIGN KIMIN (𒆠 & 𒈫)","","","","","","","[p 911]","","","","","","742","","","","","","","","","","",""
"Q123159546","CUNEIFORM SIGN KINGAL (𒃲 & 𒌺)","","","","","","","","","","","","","","","","","","","","","294","","",""
"Q122914856","CUNEIFORM SIGN KISAL TIMES UD (𒆦 × 𒌓)","","","","","","","","","","LAK-725","","","","","","","","","","","","","",""
"Q123301750","CUNEIFORM SIGN KITI (𒁍 × 𒌦)","","","82","","","","","","","","","","","","","","","","","","299","","",""
"Q120350667","CUNEIFORM SIGN KUNGA (𒋙 & 𒀯)","","","","","","","[p 989]","","","","361-a","547","872","","","","","","","","","424","547",""
"Q120269076","CUNEIFORM SIGN KUNGA2 (𒁇 &  𒀭)","","","","","","","[p 158]","","674","","","","123","","","","433","","","","","","074_182",""
"Q120303999","CUNEIFORM SIGN KURUM7 (𒅆 & 𒃻)","449_244","","","","","","[p 892]","","561","LAK-435","350","449_244","735","","","","","68","","","","","449_244",""
"Q120300730","CUNEIFORM SIGN KUSHU (𒌋 & 𒄊 /  𒊊)","","","","","","","[p 874]","","","","","","710","","","","","","","","","347","448",""
"Q122924041","CUNEIFORM SIGN KUSHU2 TIMES SAL (𒆵 × 𒊩)","","","","","","","","","","LAK-446","","","","","","","","","","","","","",""
"Q122938827","CUNEIFORM SIGN LAGAB TIMES ASH2 (𒆸 × 𒀾)","","","","","373","","","","","","","","","","","","","","","","","","",""
"Q123159569","CUNEIFORM SIGN LAGAB TIMES BANSHUR (𒆸 × 𒍎)","","","","","","","","","","","","","","","","","","","","","309","","",""
"Q123158273","CUNEIFORM SIGN LAGAB TIMES DU6 (𒆸 × 𒇯)","","","751","","","","","","","","","","","","","","","","","","310","","",""
"Q122914844","CUNEIFORM SIGN LAGAB TIMES GAN2 (𒆸 × 𒃷)","","","","","","","","","","LAK-789","","","","","","","","","","","","","",""
"Q123158295","CUNEIFORM SIGN LAGAB TIMES HI (𒆸 × 𒄭)","","","","","","","","","","","","","","","","","","","","","312","","",""
"Q123159601","CUNEIFORM SIGN LAGAB TIMES KUSHU2 (𒆸 × 𒆵)","","","","","","","","","","","","","","","","","","","","","314","","",""
"Q123158304","CUNEIFORM SIGN LAGAB TIMES ME (𒆸 × 𒈨)","","","795","","","","","","","","","","","","","","","","","","315","","",""
"Q123159606","CUNEIFORM SIGN LAGAB TIMES NUN (𒆸 × 𒉣)","","","792","","","","","","","","","","","","","","","","","","316","","",""
"Q123158310","CUNEIFORM SIGN LAGAB TIMES PA (𒆸 × 𒉺)","","","800 / 756","","","","","","","","","","","","","","","","","","317","","",""
"Q123159608","CUNEIFORM SIGN LAGAB TIMES SHA (𒆸 × 𒊭)","","","","","","","","","","","","","","","257","","","","","","318","","",""
"Q123159610","CUNEIFORM SIGN LAGAB TIMES SHITA (𒆸 × 𒋖)","","","804","","","","","","","","","","","","256","","","","","270","319","","",""
"Q122914827","CUNEIFORM SIGN LAGAB TIMES SHU (𒆸 × 𒋗)","","","","","","","","","","LAK-787","","","","","","","","","","","","","",""
"Q123159631","CUNEIFORM SIGN LAGAB TIMES TAR (𒆸 × 𒋻)","","","833","","","","","","","","","","","","","","","","","","320","","",""
"Q122937105","CUNEIFORM SIGN LAGAB TIMES TIL (𒆸 × 𒌀)","","","","","377","","","","","LAK-770","","","","","","","","","","","","","",""
"Q123165174","CUNEIFORM SIGN LAGAB TIMES ZATU 753 (𒆸 × 𒓯)","","","796","","","","","","","","","","","","","","","","","","321","","",""
"Q123289028","CUNEIFORM SIGN LAGAB TIMES ZATU 766 (𒆸 × ZATU 766)","","","","","","","","","","","","","","","","","","","","","322","","",""
"Q122923351","CUNEIFORM SIGN LAK-013","","","","","","","","","","LAK-013","","","","","","","","","","","","","",""
"Q122923320","CUNEIFORM SIGN LAK-020","","","","","013","","","","","LAK-020","","","","","","","","","","","","","",""
"Q122915558","CUNEIFORM SIGN LAK-027","","","","","","","","","","LAK-027","","","","","","","","","","","","","",""
"Q122915566","CUNEIFORM SIGN LAK-028","","","","","","","","","","LAK-028","","","","","","","","","","","","","",""
"Q122915572","CUNEIFORM SIGN LAK-037","","","","","","","","","","LAK-037","","","","","","","","","","","","","",""
"Q122905411","CUNEIFORM SIGN LAK-046a","","","","","277","","","","","LAK-046a","","","","","","","","","","","","","",""
"Q122917058","CUNEIFORM SIGN LAK-077","","","","","048","","","","","LAK-077","","","","","","","","","","","","","",""
"Q122902110","CUNEIFORM SIGN LAK-093","","","","","","","","","","LAK-093","","","","","","","","344","","","","","",""
"Q122902133","CUNEIFORM SIGN LAK-099","","","","","","","","","","LAK-099","","","","","","","","","","","","","",""
"Q122902170","CUNEIFORM SIGN LAK-120","","","","","","","","","","LAK-120","","","","","","","","","","","","","",""
"Q122902320","CUNEIFORM SIGN LAK-132","","","","","","","","","","LAK-132","","","","","","","","","","","","","",""
"Q122902327","CUNEIFORM SIGN LAK-141","","","","","","","","","","LAK-141","","","","","","","","","","","","","",""
"Q122902381","CUNEIFORM SIGN LAK-151","","","","","","","","","","LAK-151","","","","","","","","365","","","","","",""
"Q122902390","CUNEIFORM SIGN LAK-195","","","","","115","","","","","LAK-195","","","","","","","","","","","","","",""
"Q122902411","CUNEIFORM SIGN LAK-202","","","","","","","","","","LAK-202","","","","","","","","","","","","","",""
"Q122902481","CUNEIFORM SIGN LAK-203","","","","","","","","","","LAK-203","","","","","","","","","","","","","",""
"Q122902494","CUNEIFORM SIGN LAK-205","","","","","","","","","","LAK-205","","","","","","","","","","","","","",""
"Q122904676","CUNEIFORM SIGN LAK-213","","","","","","","","","","LAK-213","","","","","","","","","","","","","",""
"Q122902707","CUNEIFORM SIGN LAK-222","","","","","","","","","","LAK-222","","","","","","","","","","","","","",""
"Q122903428","CUNEIFORM SIGN LAK-231","","","","","","","","","","LAK-231","","","","","","","","","","","","","",""
"Q122903443","CUNEIFORM SIGN LAK-234","","","","","","","","","","LAK-234","","","","","","","","","","","","","",""
"Q122923759","CUNEIFORM SIGN LAK-239","","","","","","","","","","LAK-239","","","","","","","","","","","","","",""
"Q122903470","CUNEIFORM SIGN LAK-241","","","","","","","","","","LAK-241","","","","","","","","","","","","","",""
"Q122947709","CUNEIFORM SIGN LAK-244","","","","","138","","","","","LAK-244","","","","","","","","","","","","","",""
"Q122903487","CUNEIFORM SIGN LAK-246","","","","","","","","","","LAK-246","","","","","","","","","","","","","",""
"Q122903507","CUNEIFORM SIGN LAK-248b","","","","","","","","","","LAK-248b","","","","","","","","","","","","","",""
"Q122903556","CUNEIFORM SIGN LAK-252","","","","","","","","","","LAK-252","","","","","67","","","","","","429","","",""
"Q122903565","CUNEIFORM SIGN LAK-256","","","","","143","","","","","LAK-256","","","","","","","","","","","","","",""
"Q122903605","CUNEIFORM SIGN LAK-262","","","","","148","","","","","LAK-262","","","","","","","","","","","","","",""
"Q122903630","CUNEIFORM SIGN LAK-286","","","","","","","","","","LAK-286","","","","","","","","","","","","","",""
"Q122903637","CUNEIFORM SIGN LAK-287","","","","","168","","","","","LAK-287","","","","","","","","","","","","","",""
"Q122903648","CUNEIFORM SIGN LAK-298","","","","","","","","","","LAK-298","","","","","","","","","","","","","",""
"Q122903659","CUNEIFORM SIGN LAK-315","","","","","","","","","","LAK-315","","","","","","","","","","","","","",""
"Q122923878","CUNEIFORM SIGN LAK-332","","","","","","","","","","LAK-332","","","","","","","","","","","","","",""
"Q122903675","CUNEIFORM SIGN LAK-336","","","","","","","","","","LAK-336","","","","","","","","","","","","","",""
"Q122903685","CUNEIFORM SIGN LAK-340","","","","","","","","","","LAK-340","","","","","","","","","","","","","",""
"Q122903697","CUNEIFORM SIGN LAK-363","","","","","198","","","","","LAK-363","","","","","","","","","","186","","","",""
"Q122936812","CUNEIFORM SIGN LAK-369","","","","","","","","","","LAK-369","","","","","","","","","","","","","",""
"Q122936853","CUNEIFORM SIGN LAK-380","","","","","","","","","","LAK-380","","","","","","","","","","","","","",""
"Q122903710","CUNEIFORM SIGN LAK-387","","","","","","","","","","LAK-387","","","","","","","","","","","","","",""
"Q122903783","CUNEIFORM SIGN LAK-407","","","","","219","","","","","LAK-407","","","","","","","","","","","","","",""
"Q122903791","CUNEIFORM SIGN LAK-408","","","","","","","","","","LAK-408","","","","","","","","","","","","","",""
"Q122903809","CUNEIFORM SIGN LAK-409","","","","","","","","","","LAK-409","","","","","","","","","","","","","",""
"Q122903835","CUNEIFORM SIGN LAK-410","","","","","","","","","","LAK-410","","","","","","","","","","","","","",""
"Q122903846","CUNEIFORM SIGN LAK-416","","","","","","","","","","LAK-416","","","","","","","","","","","","","",""
"Q122903855","CUNEIFORM SIGN LAK-431","","","","","","","","","","LAK-431","","","","","","","","","","","","","",""
"Q122903862","CUNEIFORM SIGN LAK-444","","","","","","","","","","LAK-444","","","","","","","","","","","","","",""
"Q122903870","CUNEIFORM SIGN LAK-445","","","","","","","","","","LAK-445","","","","","","","","","","","","","",""
"Q122903880","CUNEIFORM SIGN LAK-453","","","","","","","","","","LAK-453","","","","","","","","","","","","","",""
"Q122903892","CUNEIFORM SIGN LAK-456","","","","","","","","","","LAK-456","","","","","","","","","","","","","",""
"Q122903953","CUNEIFORM SIGN LAK-471","","","","","","","","","","LAK-471","","","","","","","","","","","","","",""
"Q122903967","CUNEIFORM SIGN LAK-496","","","","","","","","","","LAK-496","","","","","","","","","","","","","",""
"Q122915296","CUNEIFORM SIGN LAK-498","","","","","","","","","","LAK-498","","","","","","","","","","","","","",""
"Q122905391","CUNEIFORM SIGN LAK-500","","","","","258","","","","","LAK-500","","","","","","","","","","","","","",""
"Q123248014","CUNEIFORM SIGN LAK-508","","","451","","","","","","","LAK-508","","","","","203","","","","","","729","","",""
"Q122915257","CUNEIFORM SIGN LAK-526","","","","","","","","","","LAK-526","","","","","","","","379","","","","","",""
"Q122904466","CUNEIFORM SIGN LAK-539","","","","","","","","","","LAK-539","","","","","","","","","","","","","",""
"Q122904445","CUNEIFORM SIGN LAK-546","","","","","","","","","","LAK-546","","","","","","","","","","","","","",""
"Q122904243","CUNEIFORM SIGN LAK-558","","","","","","","","","","LAK-558","","","","","","","","","","","","","",""
"Q122915148","CUNEIFORM SIGN LAK-605","","","","","","","","","","LAK-605","","","","","","","","","","","","","",""
"Q122904325","CUNEIFORM SIGN LAK-607","","","","","298","","","","","LAK-607","","","","","","","","","","","","","",""
"Q122904299","CUNEIFORM SIGN LAK-638","","","","","","","","","","LAK-638","","","","","","","","","","","","","",""
"Q122904282","CUNEIFORM SIGN LAK-643","","","","","","","","","","LAK-643","","","","","","","","","","","","","",""
"Q122904289","CUNEIFORM SIGN LAK-646","","","","","","","","","","LAK-646","","","","","","","","","","","","","",""
"Q122915021","CUNEIFORM SIGN LAK-708","","","","","","","","","","LAK-708","","","","","","","","","","","","","",""
"Q122904088","CUNEIFORM SIGN LAK-712","","","","","","","","","","LAK-712","","","","","","","","","","","","","",""
"Q122904097","CUNEIFORM SIGN LAK-722","","","","","","","","","","LAK-722","","","","","","","","359*","","","","","",""
"Q122904108","CUNEIFORM SIGN LAK-748","","","","","","","","","","LAK-748","","","","","","","","","","","","","",""
"Q122904123","CUNEIFORM SIGN LAK-764","","","","","","","","","","LAK-764","","","","","","","","","","","","","",""
"Q122904132","CUNEIFORM SIGN LAK-765","","","","","","","","","","LAK-765","","","","","","","","","","","","","",""
"Q122904139","CUNEIFORM SIGN LAK-773","","","","","","","","","","LAK-773","","","","","","","","","","","","","",""
"Q122904151","CUNEIFORM SIGN LAK-774","","","","","","","","","","LAK-774","","","","","","","","","","","","","",""
"Q122904176","CUNEIFORM SIGN LAK-779","","","","","","","","","","LAK-779","","","","","","","","","","276","149","","",""
"Q122938817","CUNEIFORM SIGN LAK-786","","","","","385","","","","","LAK-786","","","","","","","","","","","","","",""
"Q122904188","CUNEIFORM SIGN LAK-804","","","724","","","","","","","LAK-804","","","","","184 / 183","","","","","","686","","",""
"Q122904202","CUNEIFORM SIGN LAK-805","","","267","","","","","","","LAK-805","","","","","","","","","","","623","","",""
"Q122904209","CUNEIFORM SIGN LAK-806","","","","","","","","","","LAK-806","","","","","","","","","","","","","",""
"Q122904218","CUNEIFORM SIGN LAK-811","","","","","","","","","","LAK-811","","","","","","","","","","","","","",""
"Q122904223","CUNEIFORM SIGN LAK-812","","","","","","","","","","LAK-812","","","","","","","","","","","","","",""
"Q122904233","CUNEIFORM SIGN LAK-821","","","","","","","","","","LAK-821","","","","","","","","","","","","","",""
"Q122914779","CUNEIFORM SIGN LAL TIMES LAGAB (𒇲 × 𒆸)","","","","","","","","","","LAK-759","","","","","","","","","","","","","",""
"Q122925330","CUNEIFORM SIGN LAL.NI (𒇲 & 𒉌)","","","","","","","","","","LAK-758","","","","","","","","","","","","","",""
"Q122925353","CUNEIFORM SIGN LAL.SAR (𒇲 & 𒊬)","","","","","","","","","","LAK-757","","","","","","","","","","","","","",""
"Q121512050","CUNEIFORM SIGN LAL2 TIMES DU (𒇳 × 𒁺)","","","848","","","","","","","LAK-762","","","","","","","","","","","608","466","",""
"Q123165568","CUNEIFORM SIGN LAL2 TIMES EZEN (𒇳 × 𒂡)","","","","","","","","","","","","","","","","","","","","","326","","",""
"Q121512291","CUNEIFORM SIGN LAL2 TIMES LAGAB (𒇳 × 𒆸)","","","","","","","","","","","","","","","","","","","","","","468","",""
"Q121512192","CUNEIFORM SIGN LAL2 TIMES SAR (𒇳 × 𒊬)","","279","","","","","","","","LAK-761","130","","","","","","","42","","","","367","",""
"Q120349239","CUNEIFORM SIGN LAL2 VARIANT (𒑖 & 𒉽)","","","","","","","","","","","","","849","","","","","","","","","","585b",""
"Q120303163","CUNEIFORM SIGN LIBIR (𒅆 & 𒂠)","","","","","","","[p 888-890]","265","567","LAK-434","","","732","264","","","249","","","244","","239a","455",""
"Q120351811","CUNEIFORM SIGN LIL3 (𒋙 & 𒌍)","","","","","","","","","","","","","879","","","","","","","","","","553",""
"Q120351274","CUNEIFORM SIGN LIL5 (𒋙 & 𒉈)","","","","","","","[p 989]","","","","","","874","","","","","","","","","","552",""
"Q121510846","CUNEIFORM SIGN LU2 SHESHIG GUNU (𒈕@sg)","","","","","","","","","","","","","","","","","","","","","","200","",""
"Q123159640","CUNEIFORM SIGN LU2 TIMES GESHTU (𒇽 × 𒉿)","","","","","","","","","","","","","","","","","","","","","333","","",""
"Q120353698","CUNEIFORM SIGN LUM OVER LUM & SHU2 (𒈞 & 𒋙)","","","","","","","[p 1024]","","","","","","903","","","","","","","","","","556",""
"Q123159645","CUNEIFORM SIGN MA TIMES A (𒈠 × 𒀀)","","","","","","","","","","","","","","","","","","","","","337","","",""
"Q123159652","CUNEIFORM SIGN MAH TIMES GUKKAL (𒈤 × (𒇻 & 𒄾))","","","659","","","","","","","","","","","","","","","","","","342","","",""
"Q123159660","CUNEIFORM SIGN MAH TIMES HA (𒈤 × 𒄩)","","","","","","","","","","","","","","","","","","","","","343","","",""
"Q123159665","CUNEIFORM SIGN MAH TIMES MASH (𒈤 × 𒈦)","","","652","","","","","","","","","","","","","","","","","","344","","",""
"Q123159750","CUNEIFORM SIGN MAH TIMES SAL (𒈤 × 𒊩)","","","651","","","","","","","","","","","","","","","","","","345","","",""
"Q123227218","CUNEIFORM SIGN MAH TIMES SILA3 TIMES UMBIN (𒈤 × 𒋡 × 𒌢)","","","660","","","","","","","","","","","","","","","","","","346","","",""
