MesZL	KWU	Characterqid	Character
372		Q87556402	𒋇  CUNEIFORM SIGN SHIM TIMES A (U+122C7)
363		Q87556404	𒋈  CUNEIFORM SIGN SHIM TIMES BAL (U+122C8)
367		Q87556405	𒋉  CUNEIFORM SIGN SHIM TIMES BULUG (U+122C9)
366		Q87556407	𒋊  CUNEIFORM SIGN SHIM TIMES DIN (U+122CA)
373	758	Q87556408	𒋋  CUNEIFORM SIGN SHIM TIMES GAR (U+122CB)
371		Q87556410	𒋌  CUNEIFORM SIGN SHIM TIMES IGI (U+122CC)
368		Q87556412	𒋍  CUNEIFORM SIGN SHIM TIMES IGI GUNU (U+122CD)
375		Q87556414	𒋎  CUNEIFORM SIGN SHIM TIMES KUSHU2 (U+122CE)
369		Q87556415	𒋏  CUNEIFORM SIGN SHIM TIMES LUL (U+122CF)
365		Q87556417	𒋐  CUNEIFORM SIGN SHIM TIMES MUG (U+122D0)
374		Q87556419	𒋑  CUNEIFORM SIGN SHIM TIMES SAL (U+122D1)
162	405	Q87556420	𒋒  CUNEIFORM SIGN SHINIG (U+122D2)
115	41	Q87556422	𒋓  CUNEIFORM SIGN SHIR (U+122D3)
116		Q87556424	𒋔  CUNEIFORM SIGN SHIR TENU (U+122D4)
115		Q87556426	𒋕  CUNEIFORM SIGN SHIR OVER SHIR BUR OVER BUR (U+122D5)
388	777	Q87556427	𒋖  CUNEIFORM SIGN SHITA (U+122D6)
567	322	Q87556429	𒋗  CUNEIFORM SIGN SHU (U+122D7)
567		Q87556431	𒋘  CUNEIFORM SIGN SHU OVER INVERTED SHU (U+122D8)
869	898	Q87556433	𒋙  CUNEIFORM SIGN SHU2 (U+122D9)
23 / 22	43	Q87556435	𒋚  CUNEIFORM SIGN SHUBUR (U+122DA)
181	94	Q87556437	𒋛  CUNEIFORM SIGN SI (U+122DB)
182	96	Q87556439	𒋜  CUNEIFORM SIGN SI GUNU (U+122DC)
881	342	Q87556442	𒋝  CUNEIFORM SIGN SIG (U+122DD)
905	355	Q87556443	𒋞  CUNEIFORM SIGN SIG4 (U+122DE)
907		Q87556445	𒋟  CUNEIFORM SIGN SIG4 OVER SIG4 SHU2 (U+122DF)
816	888	Q87556447	𒋠  CUNEIFORM SIGN SIK2 (U+122E0)
99	397	Q87556449	𒋡  CUNEIFORM SIGN SILA3 (U+122E1)
16	409	Q87556450	𒋢  CUNEIFORM SIGN SU (U+122E2)
		Q87556452	𒋣  CUNEIFORM SIGN SU OVER SU (U+122E3)
584	386	Q87556455	𒋤  CUNEIFORM SIGN SUD (U+122E4)
139	119	Q87556457	𒋥  CUNEIFORM SIGN SUD2 (U+122E5)
646	453	Q87556460	𒋦  CUNEIFORM SIGN SUHUR (U+122E6)
292	591	Q87556461	𒋧  CUNEIFORM SIGN SUM (U+122E7)
323	597	Q87556465	𒋨  CUNEIFORM SIGN SUMASH (U+122E8)
151	92	Q87556466	𒋩  CUNEIFORM SIGN SUR (U+122E9)
205		Q87556468	𒋪  CUNEIFORM SIGN SUR9 (U+122EA)
248	865	Q87556470	𒋫  CUNEIFORM SIGN TA (U+122EB)
		Q87556471	𒋬  CUNEIFORM SIGN TA ASTERISK (U+122EC)
170	757	Q87556473	𒋭  CUNEIFORM SIGN TA TIMES HI (U+122ED)
251		Q87556475	𒋮  CUNEIFORM SIGN TA TIMES MI (U+122EE)
249	865	Q87556477	𒋯  CUNEIFORM SIGN TA GUNU (U+122EF)
209	139	Q87556478	𒋰  CUNEIFORM SIGN TAB (U+122F0)
		Q87556480	𒋱  CUNEIFORM SIGN TAB OVER TAB NI OVER NI DISH OVER DISH (U+122F1)
221	748	Q87556484	𒋳  CUNEIFORM SIGN TAG (U+122F3)
		Q87556487	𒋵  CUNEIFORM SIGN TAG TIMES GUD (U+122F5)
221		Q87556488	𒋶  CUNEIFORM SIGN TAG TIMES SHE (U+122F6)
		Q87556489	𒋷  CUNEIFORM SIGN TAG TIMES SHU (U+122F7)
		Q87556490	𒋸  CUNEIFORM SIGN TAG TIMES TUG2 (U+122F8)
		Q87556491	𒋹  CUNEIFORM SIGN TAG TIMES UD (U+122F9)
106	923	Q87556492	𒋺  CUNEIFORM SIGN TAK4 (U+122FA)
9	340	Q87556493	𒋻  CUNEIFORM SIGN TAR (U+122FB)
589	495	Q87556494	𒋼  CUNEIFORM SIGN TE (U+122FC)
88	484	Q87556495	𒋽  CUNEIFORM SIGN TE GUNU (U+122FD)
118	37	Q87556496	𒋾  CUNEIFORM SIGN TI (U+122FE)
118		Q87556498	𒋿  CUNEIFORM SIGN TI TENU (U+122FF)
114		Q87556501	𒌀  CUNEIFORM SIGN TIL (U+12300)
587	638	Q87556503	𒌁  CUNEIFORM SIGN TIR (U+12301)
587		Q87556504	𒌂  CUNEIFORM SIGN TIR TIMES TAK4 (U+12302)
587		Q87556506	𒌃  CUNEIFORM SIGN TIR OVER TIR (U+12303)
588		Q87556508	𒌄  CUNEIFORM SIGN TIR OVER TIR GAD OVER GAD GAR OVER GAR (U+12304)
86	635	Q87556511	𒌅  CUNEIFORM SIGN TU (U+12305)
809	875	Q87556512	𒌆  CUNEIFORM SIGN TUG2 (U+12306)
827	909	Q87556515	𒌇  CUNEIFORM SIGN TUK (U+12307)
354	730	Q87556517	𒌈  CUNEIFORM SIGN TUM (U+12308)
255	801	Q87556519	𒌉  CUNEIFORM SIGN TUR (U+12309)
257		Q87556520	𒌊  CUNEIFORM SIGN TUR OVER TUR ZA OVER ZA (U+1230A)
661		Q87556522	𒌋  CUNEIFORM SIGN U (U+1230B)
698	502	Q87556524	𒌌  CUNEIFORM SIGN U GUD (U+1230C)
711		Q87556527	𒌍  CUNEIFORM SIGN U U U (U+1230D)
		Q87556530	𒌎  CUNEIFORM SIGN U OVER U PA OVER PA GAR OVER GAR (U+1230E)
		Q87556531	𒌏  CUNEIFORM SIGN U OVER U SUR OVER SUR (U+1230F)
713		Q87556534	𒌐  CUNEIFORM SIGN U OVER U U REVERSED OVER U REVERSED (U+12310)
490	296	Q87556536	𒌑  CUNEIFORM SIGN U2 (U+12311)
504	478	Q87556538	𒌒  CUNEIFORM SIGN UB (U+12312)
596	345	Q87556540	𒌓  CUNEIFORM SIGN UD (U+12313)
611	345	Q87556541	𒌔  CUNEIFORM SIGN UD KUSHU2 (U+12314)
596		Q87556544	𒌕  CUNEIFORM SIGN UD TIMES BAD (U+12315)
597		Q87556546	𒌖  CUNEIFORM SIGN UD TIMES MI (U+12316)
20	408	Q87556548	𒌗  CUNEIFORM SIGN UD TIMES U PLUS U PLUS U (U+12317)
545		Q87556549	𒌘  CUNEIFORM SIGN UD TIMES U PLUS U PLUS U GUNU (U+12318)
542	257	Q87556552	𒌙  CUNEIFORM SIGN UD GUNU (U+12319)
20		Q87556554	𒌚  CUNEIFORM SIGN UD SHESHIG (U+1231A)
21		Q87556556	𒌛  CUNEIFORM SIGN UD SHESHIG TIMES BAD (U+1231B)
833		Q87556558	𒌜  CUNEIFORM SIGN UDUG (U+1231C)
238	189	Q87556559	𒌝  CUNEIFORM SIGN UM (U+1231D)
245		Q87556561	𒌞  CUNEIFORM SIGN UM TIMES LAGAB (U+1231E)
241		Q87556563	𒌟  CUNEIFORM SIGN UM TIMES ME PLUS DA (U+1231F)
244		Q87556565	𒌠  CUNEIFORM SIGN UM TIMES SHA3 (U+12320)
239		Q87556568	𒌡  CUNEIFORM SIGN UM TIMES U (U+12321)
160	403	Q87556570	𒌢  CUNEIFORM SIGN UMBIN (U+12322)
547	308	Q87556573	𒌣  CUNEIFORM SIGN UMUM (U+12323)
547		Q87556575	𒌤  CUNEIFORM SIGN UMUM TIMES KASKAL (U+12324)
547		Q87556577	𒌥  CUNEIFORM SIGN UMUM TIMES PA (U+12325)
500	849	Q87556578	𒌦  CUNEIFORM SIGN UN (U+12326)
501	849	Q87556580	𒌧  CUNEIFORM SIGN UN GUNU (U+12327)
828	852	Q87556582	𒌨  CUNEIFORM SIGN UR (U+12328)
		Q87556584	𒌩  CUNEIFORM SIGN UR CROSSING UR (U+12329)
829	855	Q87556586	𒌪  CUNEIFORM SIGN UR SHESHIG (U+1232A)
341	736	Q87556588	𒌫  CUNEIFORM SIGN UR2 (U+1232B)
346		Q87556591	𒌬  CUNEIFORM SIGN UR2 TIMES A PLUS HA (U+1232C)
341		Q87556594	𒌭  CUNEIFORM SIGN UR2 TIMES A PLUS NA (U+1232D)
343		Q87556596	𒌮  CUNEIFORM SIGN UR2 TIMES AL (U+1232E)
347	169	Q87556599	𒌯  CUNEIFORM SIGN UR2 TIMES HA (U+1232F)
342		Q87556601	𒌰  CUNEIFORM SIGN UR2 TIMES NUN (U+12330)
344	170	Q87556603	𒌱  CUNEIFORM SIGN UR2 TIMES U2 (U+12331)
345		Q87556606	𒌲  CUNEIFORM SIGN UR2 TIMES U2 PLUS ASH (U+12332)
341		Q87556607	𒌳  CUNEIFORM SIGN UR2 TIMES U2 PLUS BI (U+12333)
835	922	Q87556610	𒌴  CUNEIFORM SIGN UR4 (U+12334)
574	303	Q87556612	𒌵  CUNEIFORM SIGN URI (U+12335)
535	29	Q87556614	𒌶  CUNEIFORM SIGN URI3 (U+12336)
71	768	Q87556617	𒌷  CUNEIFORM SIGN URU (U+12337)
81		Q87556618	𒌸  CUNEIFORM SIGN URU TIMES A (U+12338)
71		Q87556621	𒌹  CUNEIFORM SIGN URU TIMES ASHGAB (U+12339)
73	227	Q87556623	𒌺  CUNEIFORM SIGN URU TIMES BAR (U+1233A)
71		Q87556626	𒌻  CUNEIFORM SIGN URU TIMES DUN (U+1233B)
76		Q87556628	𒌼  CUNEIFORM SIGN URU TIMES GA (U+1233C)
71		Q87556629	𒌽  CUNEIFORM SIGN URU TIMES GAL (U+1233D)
74	770	Q87556631	𒌾  CUNEIFORM SIGN URU TIMES GAN2 TENU (U+1233E)
83		Q87556634	𒌿  CUNEIFORM SIGN URU TIMES GAR (U+1233F)
84	771	Q87556636	𒍀  CUNEIFORM SIGN URU TIMES GU (U+12340)
82		Q87556638	𒍁  CUNEIFORM SIGN URU TIMES HA (U+12341)
79	228	Q87556640	𒍂  CUNEIFORM SIGN URU TIMES IGI (U+12342)
71		Q87556641	𒍃  CUNEIFORM SIGN URU TIMES IM (U+12343)
71		Q87556643	𒍄  CUNEIFORM SIGN URU TIMES ISH (U+12344)
71		Q87556645	𒍅  CUNEIFORM SIGN URU TIMES KI (U+12345)
71		Q87556648	𒍆  CUNEIFORM SIGN URU TIMES LUM (U+12346)
80	226	Q87556650	𒍇  CUNEIFORM SIGN URU TIMES MIN (U+12347)
71		Q87556653	𒍈  CUNEIFORM SIGN URU TIMES PA (U+12348)
71		Q87556655	𒍉  CUNEIFORM SIGN URU TIMES SHE (U+12349)
71		Q87556658	𒍊  CUNEIFORM SIGN URU TIMES SIG4 (U+1234A)
72		Q87556660	𒍋  CUNEIFORM SIGN URU TIMES TU (U+1234B)
78		Q87556662	𒍌  CUNEIFORM SIGN URU TIMES U PLUS GUD (U+1234C)
77		Q87556664	𒍍  CUNEIFORM SIGN URU TIMES UD (U+1234D)
75	229	Q87556666	𒍎  CUNEIFORM SIGN URU TIMES URUDA (U+1234E)
230	831	Q87556667	𒍏  CUNEIFORM SIGN URUDA (U+1234F)
		Q87556670	𒍐  CUNEIFORM SIGN URUDA TIMES U (U+12350)
381	711	Q87556672	𒍑  CUNEIFORM SIGN USH (U+12351)
384		Q87556673	𒍒  CUNEIFORM SIGN USH TIMES A (U+12352)
383		Q87556675	𒍓  CUNEIFORM SIGN USH TIMES KU (U+12353)
381		Q87556677	𒍔  CUNEIFORM SIGN USH TIMES KUR (U+12354)
382	712	Q87556679	𒍕  CUNEIFORM SIGN USH TIMES TAK4 (U+12355)
583		Q87556683	𒍖  CUNEIFORM SIGN USHX (U+12356)
113		Q87556685	𒍗  CUNEIFORM SIGN USH2 (U+12357)
		Q87556687	𒍘  CUNEIFORM SIGN USHUMX (U+12358)
		Q87556689	𒍙  CUNEIFORM SIGN UTUKI (U+12359)
203	70	Q87556692	𒍚  CUNEIFORM SIGN UZ3 (U+1235A)
204		Q87556695	𒍛  CUNEIFORM SIGN UZ3 TIMES KASKAL (U+1235B)
311	692	Q87556696	𒍜  CUNEIFORM SIGN UZU (U+1235C)
851		Q87556699	𒍝  CUNEIFORM SIGN ZA (U+1235D)
854		Q87556700	𒍞  CUNEIFORM SIGN ZA TENU (U+1235E)
855		Q87556702	𒍟  CUNEIFORM SIGN ZA SQUARED TIMES KUR (U+1235F)
540	331	Q87556705	𒍠  CUNEIFORM SIGN ZAG (U+12360)
		Q87556708	𒍡  CUNEIFORM SIGN ZAMX (U+12361)
259	824	Q87556711	𒍢  CUNEIFORM SIGN ZE2 (U+12362)
140	125	Q87556712	𒍣  CUNEIFORM SIGN ZI (U+12363)
101	127	Q87556715	𒍤  CUNEIFORM SIGN ZI OVER ZI (U+12364)
810		Q87556717	𒍥  CUNEIFORM SIGN ZI3 (U+12365)
628		Q87556719	𒍦  CUNEIFORM SIGN ZIB (U+12366)
628		Q87556721	𒍧  CUNEIFORM SIGN ZIB KABA TENU (U+12367)
336		Q87556723	𒍨  CUNEIFORM SIGN ZIG (U+12368)
548		Q87556726	𒍩  CUNEIFORM SIGN ZIZ2 (U+12369)
15	409	Q87556728	𒍪  CUNEIFORM SIGN ZU (U+1236A)
324		Q87556729	𒍫  CUNEIFORM SIGN ZU5 (U+1236B)
324		Q87556731	𒍬  CUNEIFORM SIGN ZU5 TIMES A (U+1236C)
648		Q87556733	𒍭  CUNEIFORM SIGN ZUBUR (U+1236D)
884	791	Q87556735	𒍮  CUNEIFORM SIGN ZUM (U+1236E)
		Q87556736	𒍯  CUNEIFORM SIGN KAP ELAMITE (U+1236F)
224		Q87556738	𒍰  CUNEIFORM SIGN AB TIMES NUN (U+12370)
680		Q87556741	𒍱  CUNEIFORM SIGN AB2 TIMES A (U+12371)
697		Q87556743	𒍲  CUNEIFORM SIGN AMAR TIMES KUG (U+12372)
		Q87556745	𒍳  CUNEIFORM SIGN DAG KISIM5 TIMES U2 PLUS MASH (U+12373)
386		Q87556748	𒍴  CUNEIFORM SIGN DAG3 (U+12374)
811		Q87556751	𒍵  CUNEIFORM SIGN DISH PLUS SHU (U+12375)
243		Q87556752	𒍶  CUNEIFORM SIGN DUB TIMES SHE (U+12376)
278		Q87556754	𒍷  CUNEIFORM SIGN EZEN TIMES GUD (U+12377)
282		Q87556757	𒍸  CUNEIFORM SIGN EZEN TIMES SHE (U+12378)
		Q87556759	𒍹  CUNEIFORM SIGN GA2 TIMES AN PLUS KAK PLUS A (U+12379)
408		Q87556761	𒍺  CUNEIFORM SIGN GA2 TIMES ASH2 (U+1237A)
647		Q87556763	𒍻  CUNEIFORM SIGN GE22 (U+1237B)
705	508	Q87556765	𒍼  CUNEIFORM SIGN GIG (U+1237C)
645	474	Q87556767	𒍽  CUNEIFORM SIGN HUSH (U+1237D)
		Q87556769	𒍾  CUNEIFORM SIGN KA TIMES ANSHE (U+1237E)
67		Q87556771	𒍿  CUNEIFORM SIGN KA TIMES ASH3 (U+1237F)
41		Q87556773	𒎀  CUNEIFORM SIGN KA TIMES GISH (U+12380)
		Q87556776	𒎁  CUNEIFORM SIGN KA TIMES GUD (U+12381)
		Q87556777	𒎂  CUNEIFORM SIGN KA TIMES HI TIMES ASH2 (U+12382)
70		Q87556780	𒎃  CUNEIFORM SIGN KA TIMES LUM (U+12383)
40		Q87556782	𒎄  CUNEIFORM SIGN KA TIMES PA (U+12384)
		Q87556784	𒎅  CUNEIFORM SIGN KA TIMES SHUL (U+12385)
27		Q87556786	𒎆  CUNEIFORM SIGN KA TIMES TU (U+12386)
36		Q87556789	𒎇  CUNEIFORM SIGN KA TIMES UR2 (U+12387)
763		Q87556791	𒎈  CUNEIFORM SIGN LAGAB TIMES GI (U+12388)
	83	Q87556792	𒎉  CUNEIFORM SIGN LU2 SHESHIG TIMES BAD (U+12389)
		Q87556795	𒎊  CUNEIFORM SIGN LU2 TIMES ESH2 PLUS LAL (U+1238A)
524		Q87556797	𒎋  CUNEIFORM SIGN LU2 TIMES SHU (U+1238B)
754		Q87556799	𒎌  CUNEIFORM SIGN MESH (U+1238C)
156		Q87556800	𒎍  CUNEIFORM SIGN MUSH3 TIMES ZA (U+1238D)
385	779	Q87556803	𒎎  CUNEIFORM SIGN NA4 (U+1238E)
		Q87556805	𒎏  CUNEIFORM SIGN NIN (U+1238F)
		Q87556808	𒎐  CUNEIFORM SIGN NIN9 (U+12390)
319		Q87556810	𒎑  CUNEIFORM SIGN NINDA2 TIMES BAL (U+12391)
322		Q87556811	𒎒  CUNEIFORM SIGN NINDA2 TIMES GI (U+12392)
		Q87556813	𒎓  CUNEIFORM SIGN NU11 ROTATED NINETY DEGREES (U+12393)
		Q87556815	𒎔  CUNEIFORM SIGN PESH2 ASTERISK (U+12394)
613		Q87556818	𒎕  CUNEIFORM SIGN PIR2 (U+12395)
		Q87556820	𒎖  CUNEIFORM SIGN SAG TIMES IGI GUNU (U+12396)
633	446	Q87556822	𒎗  CUNEIFORM SIGN TI2 (U+12397)
488		Q87556824	𒎘  CUNEIFORM SIGN UM TIMES ME (U+12398)
708		Q87556828	𒎙  CUNEIFORM SIGN U U (U+12399)
714		Q87556863	𒐃  CUNEIFORM NUMERIC SIGN FIVE U (U+12410)
861		Q87556851	𒐃  CUNEIFORM NUMERIC SIGN FIVE DISH (U+1240A)
216		Q87556838	𒐃  CUNEIFORM NUMERIC SIGN FIVE ASH (U+12403)
		Q87556881	𒐃  CUNEIFORM NUMERIC SIGN FIVE GESH2 (U+12419)
		Q87556959	𒐃  CUNEIFORM NUMERIC SIGN FIVE BURU (U+12439)
		Q87556896	𒐃  CUNEIFORM NUMERIC SIGN FIVE GESHU (U+12422)
		Q87556917	𒐃  CUNEIFORM NUMERIC SIGN FIVE SHAR2 (U+12427)
658		Q87556939	𒐃  CUNEIFORM NUMERIC SIGN FIVE SHARU (U+12431)
		Q87557005	𒐃  CUNEIFORM NUMERIC SIGN FIVE ASH TENU (U+1244D)
551		Q87557019	𒐃  CUNEIFORM NUMERIC SIGN FIVE BAN2 (U+12454)
551		Q87557022	𒐃  CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM (U+12455)
717		Q87556868	𒐍  CUNEIFORM NUMERIC SIGN EIGHT U (U+12413)
219		Q87556843	𒐍  CUNEIFORM NUMERIC SIGN EIGHT ASH (U+12406)
		Q87556886	𒐍  CUNEIFORM NUMERIC SIGN EIGHT GESH2 (U+1241C)
864		Q87556857	𒐍  CUNEIFORM NUMERIC SIGN EIGHT DISH (U+1240D)
		Q87556923	𒐍  CUNEIFORM NUMERIC SIGN EIGHT SHAR2 (U+1242A)
538		Q87556986	𒐍  CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU3 (U+12445)
867		Q87556984	𒐍  CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU (U+12444)
860		Q87556965	𒐏  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU (U+1243C)
215		Q87556835	𒐏  CUNEIFORM NUMERIC SIGN FOUR ASH (U+12402)
		Q87556879	𒐏  CUNEIFORM NUMERIC SIGN FOUR GESH2 (U+12418)
		Q87556895	𒐏  CUNEIFORM NUMERIC SIGN FOUR GESHU (U+12421)
		Q87556955	𒐏  CUNEIFORM NUMERIC SIGN FOUR BURU (U+12438)
851		Q87556849	𒐏  CUNEIFORM NUMERIC SIGN FOUR DISH (U+12409)
		Q87556916	𒐏  CUNEIFORM NUMERIC SIGN FOUR SHAR2 (U+12426)
713		Q87556861	𒐏  CUNEIFORM NUMERIC SIGN FOUR U (U+1240F)
657		Q87556936	𒐏  CUNEIFORM NUMERIC SIGN FOUR SHARU (U+12430)
		Q87556970	𒐏  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU A (U+1243E)
		Q87556973	𒐏  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU B (U+1243F)
506		Q87556968	𒐏  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU4 (U+1243D)
550		Q87557016	𒐏  CUNEIFORM NUMERIC SIGN FOUR BAN2 (U+12452)
550		Q87557017	𒐏  CUNEIFORM NUMERIC SIGN FOUR BAN2 VARIANT FORM (U+12453)
854		Q87557002	𒐏  CUNEIFORM NUMERIC SIGN FOUR ASH TENU (U+1244C)
715		Q87556865	𒐑  CUNEIFORM NUMERIC SIGN SIX U (U+12411)
862		Q87556853	𒐑  CUNEIFORM NUMERIC SIGN SIX DISH (U+1240B)
		Q87556882	𒐑  CUNEIFORM NUMERIC SIGN SIX GESH2 (U+1241A)
217		Q87556840	𒐑  CUNEIFORM NUMERIC SIGN SIX ASH (U+12404)
		Q87556919	𒐑  CUNEIFORM NUMERIC SIGN SIX SHAR2 (U+12428)
		Q87557007	𒐑  CUNEIFORM NUMERIC SIGN SIX ASH TENU (U+1244E)
536		Q87556974	𒐑  CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9 (U+12440)
716		Q87556867	𒐒  CUNEIFORM NUMERIC SIGN SEVEN U (U+12412)
		Q87556884	𒐒  CUNEIFORM NUMERIC SIGN SEVEN GESH2 (U+1241B)
218		Q87556841	𒐒  CUNEIFORM NUMERIC SIGN SEVEN ASH (U+12405)
863		Q87556855	𒐒  CUNEIFORM NUMERIC SIGN SEVEN DISH (U+1240C)
		Q87556921	𒐒  CUNEIFORM NUMERIC SIGN SEVEN SHAR2 (U+12429)
537		Q87556978	𒐒  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3 (U+12441)
866		Q87556982	𒐒  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN B (U+12443)
863		Q87556980	𒐒  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A (U+12442)
2		Q87556830	𒐖  CUNEIFORM NUMERIC SIGN TWO ASH (U+12400)
655		Q87556931	𒐖  CUNEIFORM NUMERIC SIGN TWO SHARU (U+1242D)
		Q87556874	𒐖  CUNEIFORM NUMERIC SIGN TWO GESH2 (U+12416)
		Q87556891	𒐖  CUNEIFORM NUMERIC SIGN TWO GESHU (U+1241F)
		Q87556949	𒐖  CUNEIFORM NUMERIC SIGN TWO BURU (U+12435)
		Q87556910	𒐖  CUNEIFORM NUMERIC SIGN TWO SHAR2 (U+12423)
593		Q87556997	𒐖  CUNEIFORM NUMERIC SIGN TWO ASH TENU (U+1244A)
465		Q87557010	𒐖  CUNEIFORM NUMERIC SIGN TWO BAN2 (U+12450)
359		Q87557029	𒐖  CUNEIFORM NUMERIC SIGN TWO ESHE3 (U+12459)
718		Q87556870	𒐝  CUNEIFORM NUMERIC SIGN NINE U (U+12414)
868		Q87556989	𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU (U+12446)
577		Q87556993	𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4 (U+12448)
		Q87556858	𒐝  CUNEIFORM NUMERIC SIGN NINE DISH (U+1240E)
		Q87556888	𒐝  CUNEIFORM NUMERIC SIGN NINE GESH2 (U+1241D)
220		Q87556845	𒐝  CUNEIFORM NUMERIC SIGN NINE ASH (U+12407)
		Q87556926	𒐝  CUNEIFORM NUMERIC SIGN NINE SHAR2 (U+1242B)
539		Q87556990	𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3 (U+12447)
865		Q87556995	𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A (U+12449)
834		Q87556848	𒐠  CUNEIFORM NUMERIC SIGN THREE DISH (U+12408)
4		Q87556833	𒐠  CUNEIFORM NUMERIC SIGN THREE ASH (U+12401)
		Q87556876	𒐠  CUNEIFORM NUMERIC SIGN THREE GESH2 (U+12417)
		Q87556951	𒐠  CUNEIFORM NUMERIC SIGN THREE BURU (U+12436)
		Q87556954	𒐠  CUNEIFORM NUMERIC SIGN THREE BURU VARIANT FORM (U+12437)
		Q87556893	𒐠  CUNEIFORM NUMERIC SIGN THREE GESHU (U+12420)
		Q87556914	𒐠  CUNEIFORM NUMERIC SIGN THREE SHAR2 VARIANT FORM (U+12425)
		Q87556912	𒐠  CUNEIFORM NUMERIC SIGN THREE SHAR2 (U+12424)
656		Q87556934	𒐠  CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM (U+1242F)
656		Q87556932	𒐠  CUNEIFORM NUMERIC SIGN THREE SHARU (U+1242E)
210		Q87556963	𒐠  CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH21 (U+1243B)
505		Q87556961	𒐠  CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16 (U+1243A)
549	285	Q87557012	𒐠  CUNEIFORM NUMERIC SIGN THREE BAN2 (U+12451)
629		Q87557000	𒐠  CUNEIFORM NUMERIC SIGN THREE ASH TENU (U+1244B)
651		Q87556941	𒐲  CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH (U+12432)
652		Q87556943	𒐳  CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN (U+12433)
848		Q87557023	𒑖  CUNEIFORM NUMERIC SIGN NIGIDAMIN (U+12456)
850		Q87557025	𒑗  CUNEIFORM NUMERIC SIGN NIGIDAESH (U+12457)
824		Q87556890	𒑘  CUNEIFORM NUMERIC SIGN ONE GESHU (U+1241E)
653		Q87556927	𒑘  CUNEIFORM NUMERIC SIGN ONE SHARU (U+1242C)
122		Q87557009	𒑘  CUNEIFORM NUMERIC SIGN ONE BAN2 (U+1244F)
824		Q87556872	𒑘  CUNEIFORM NUMERIC SIGN ONE GESH2 (U+12415)
662		Q87556945	𒑘  CUNEIFORM NUMERIC SIGN ONE BURU (U+12434)
114		Q87557027	𒑘  CUNEIFORM NUMERIC SIGN ONE ESHE3 (U+12458)
826		Q87557041	𒑚  CUNEIFORM NUMERIC SIGN ONE THIRD DISH (U+1245A)
832		Q87557042	𒑛  CUNEIFORM NUMERIC SIGN TWO THIRDS DISH (U+1245B)
838		Q87557044	𒑜  CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH (U+1245C)
		Q87557046	𒑝  CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A (U+1245D)
		Q87557048	𒑞  CUNEIFORM NUMERIC SIGN TWO THIRDS VARIANT FORM A (U+1245E)
869		Q87557050	𒑟  CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH (U+1245F)
		Q87557052	𒑠  CUNEIFORM NUMERIC SIGN ONE QUARTER ASH (U+12460)
630		Q87557054	𒑡  CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH (U+12461)
594		Q87557055	𒑢  CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER (U+12462)
		Q87557082	𒑰  CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER (U+12470)
592		Q87557084	𒑱  CUNEIFORM PUNCTUATION SIGN VERTICAL COLON (U+12471)
		Q87557086	𒑲  CUNEIFORM PUNCTUATION SIGN DIAGONAL COLON (U+12472)
		Q87557088	𒑳  CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON (U+12473)
		Q87557092	𒒀  CUNEIFORM SIGN AB TIMES NUN TENU (U+12480)
		Q87557094	𒒁  CUNEIFORM SIGN AB TIMES SHU2 (U+12481)
		Q87557096	𒒂  CUNEIFORM SIGN AD TIMES ESH2 (U+12482)
		Q87557098	𒒃  CUNEIFORM SIGN BAD TIMES DISH TENU (U+12483)
		Q87557100	𒒄  CUNEIFORM SIGN BAHAR2 TIMES AB2 (U+12484)
		Q87557103	𒒅  CUNEIFORM SIGN BAHAR2 TIMES NI (U+12485)
